2022-09-18 22:47:22,85.0
2022-09-18 22:47:23,84.0
2022-09-18 22:47:24,75.33
2022-09-18 22:47:25,74.0
2022-09-18 22:47:26,101.6
2022-09-18 22:47:27,94.83
2022-09-18 22:47:28,91.43
2022-09-18 22:47:29,89.12
2022-09-18 22:47:30,87.33
2022-09-18 22:47:31,86.1
2022-09-18 22:47:32,85.09
2022-09-18 22:47:33,84.25
2022-09-18 22:47:34,83.54
2022-09-18 22:47:35,82.93
2022-09-18 22:47:36,82.4
2022-09-18 22:47:37,81.81
2022-09-18 22:47:38,81.29
2022-09-18 22:47:39,80.94
2022-09-18 22:47:40,80.53
2022-09-18 22:47:41,80.15
2022-09-18 22:47:42,79.81
2022-09-18 22:47:43,79.41
2022-09-18 22:47:44,79.04
2022-09-18 22:47:45,78.58
2022-09-18 22:47:46,78.2
2022-09-18 22:47:47,77.85
2022-09-18 22:47:48,77.52
2022-09-18 22:47:49,77.21
2022-09-18 22:47:50,76.93
2022-09-18 22:47:51,76.63
2022-09-18 22:47:52,76.35
2022-09-18 22:47:53,76.09
2022-09-18 22:47:54,75.85
2022-09-18 22:47:55,75.59
2022-09-18 22:47:56,75.31
2022-09-18 22:47:57,75.06
2022-09-18 22:47:58,75.35
2022-09-18 22:47:59,75.66
2022-09-18 22:48:00,75.95
2022-09-18 22:48:01,76.25
2022-09-18 22:48:02,76.51
2022-09-18 22:48:03,76.76
2022-09-18 22:48:04,76.98
2022-09-18 22:48:05,77.23
2022-09-18 22:48:06,77.47
