1663647824.000000, IBI
10.812500,0.687500
11.578125,0.765625
12.328125,0.750000
13.078125,0.750000
13.890625,0.812500
14.734375,0.843750
15.578125,0.843750
16.375000,0.796875
17.156250,0.781250
17.921875,0.765625
18.687500,0.765625
19.406250,0.718750
20.171875,0.765625
20.937500,0.765625
21.640625,0.703125
22.359375,0.718750
23.109375,0.750000
23.906250,0.796875
24.625000,0.718750
25.359375,0.734375
26.093750,0.734375
26.843750,0.750000
27.562500,0.718750
28.281250,0.718750
29.062500,0.781250
29.765625,0.703125
30.500000,0.734375
31.250000,0.750000
31.968750,0.718750
32.687500,0.718750
33.421875,0.734375
34.156250,0.734375
34.812500,0.656250
35.500000,0.687500
36.187500,0.687500
36.875000,0.687500
37.562500,0.687500
38.218750,0.656250
50.921875,0.703125
51.625000,0.703125
52.296875,0.671875
53.000000,0.703125
53.671875,0.671875
54.359375,0.687500
55.031250,0.671875
55.718750,0.687500
56.421875,0.703125
57.140625,0.718750
57.843750,0.703125
58.562500,0.718750
59.265625,0.703125
60.000000,0.734375
60.671875,0.671875
61.375000,0.703125
62.046875,0.671875
62.703125,0.656250
63.359375,0.656250
64.000000,0.640625
64.640625,0.640625
65.281250,0.640625
65.906250,0.625000
66.546875,0.640625
67.187500,0.640625
67.812500,0.625000
68.468750,0.656250
69.125000,0.656250
69.781250,0.656250
70.437500,0.656250
71.078125,0.640625
71.718750,0.640625
72.375000,0.656250
73.015625,0.640625
73.656250,0.640625
74.281250,0.625000
74.921875,0.640625
81.296875,0.640625
81.937500,0.640625
82.578125,0.640625
83.218750,0.640625
83.843750,0.625000
84.484375,0.640625
85.109375,0.625000
85.750000,0.640625
86.421875,0.671875
87.062500,0.640625
87.718750,0.656250
88.390625,0.671875
89.046875,0.656250
89.671875,0.625000
90.328125,0.656250
90.984375,0.656250
91.656250,0.671875
92.312500,0.656250
92.968750,0.656250
93.656250,0.687500
94.390625,0.734375
95.093750,0.703125
95.796875,0.703125
96.484375,0.687500
97.203125,0.718750
97.843750,0.640625
98.500000,0.656250
117.109375,0.687500
117.812500,0.703125
118.500000,0.687500
119.187500,0.687500
119.890625,0.703125
120.578125,0.687500
121.265625,0.687500
121.953125,0.687500
122.609375,0.656250
123.281250,0.671875
123.968750,0.687500
124.640625,0.671875
125.375000,0.734375
126.109375,0.734375
126.828125,0.718750
127.515625,0.687500
128.203125,0.687500
128.890625,0.687500
129.562500,0.671875
130.218750,0.656250
130.890625,0.671875
131.562500,0.671875
132.250000,0.687500
132.937500,0.687500
133.609375,0.671875
134.281250,0.671875
134.968750,0.687500
135.640625,0.671875
136.312500,0.671875
136.953125,0.640625
137.609375,0.656250
138.265625,0.656250
138.921875,0.656250
139.578125,0.656250
140.203125,0.625000
