2022-09-20 12:23:54,82.0
2022-09-20 12:23:55,82.5
2022-09-20 12:23:56,79.67
2022-09-20 12:23:57,81.75
2022-09-20 12:23:58,75.8
2022-09-20 12:23:59,75.0
2022-09-20 12:24:00,75.43
2022-09-20 12:24:01,75.62
2022-09-20 12:24:02,75.89
2022-09-20 12:24:03,76.1
2022-09-20 12:24:04,76.27
2022-09-20 12:24:05,76.33
2022-09-20 12:24:06,76.38
2022-09-20 12:24:07,76.5
2022-09-20 12:24:08,76.6
2022-09-20 12:24:09,76.75
2022-09-20 12:24:10,76.94
2022-09-20 12:24:11,77.17
2022-09-20 12:24:12,77.37
2022-09-20 12:24:13,77.55
2022-09-20 12:24:14,77.71
2022-09-20 12:24:15,77.86
2022-09-20 12:24:16,78.04
2022-09-20 12:24:17,78.21
2022-09-20 12:24:18,78.36
2022-09-20 12:24:19,78.5
2022-09-20 12:24:20,78.63
2022-09-20 12:24:21,78.79
2022-09-20 12:24:22,78.93
2022-09-20 12:24:23,79.1
2022-09-20 12:24:24,79.26
2022-09-20 12:24:25,79.44
2022-09-20 12:24:26,79.55
2022-09-20 12:24:27,79.62
2022-09-20 12:24:28,79.69
2022-09-20 12:24:29,79.69
2022-09-20 12:24:30,79.78
2022-09-20 12:24:31,79.89
2022-09-20 12:24:32,80.13
2022-09-20 12:24:33,80.32
2022-09-20 12:24:34,80.54
2022-09-20 12:24:35,80.71
2022-09-20 12:24:36,80.88
2022-09-20 12:24:37,81.02
2022-09-20 12:24:38,81.13
2022-09-20 12:24:39,81.26
2022-09-20 12:24:40,81.38
2022-09-20 12:24:41,81.5
2022-09-20 12:24:42,81.59
2022-09-20 12:24:43,81.68
2022-09-20 12:24:44,81.76
2022-09-20 12:24:45,81.85
2022-09-20 12:24:46,81.92
2022-09-20 12:24:47,82.0
2022-09-20 12:24:48,82.11
2022-09-20 12:24:49,82.23
2022-09-20 12:24:50,82.35
2022-09-20 12:24:51,82.48
2022-09-20 12:24:52,82.61
2022-09-20 12:24:53,82.75
2022-09-20 12:24:54,82.92
2022-09-20 12:24:55,83.08
2022-09-20 12:24:56,83.4
2022-09-20 12:24:57,83.48
2022-09-20 12:24:58,84.15
2022-09-20 12:24:59,84.5
2022-09-20 12:25:00,84.73
2022-09-20 12:25:01,84.98
2022-09-20 12:25:02,85.23
2022-09-20 12:25:03,85.5
2022-09-20 12:25:04,85.77
2022-09-20 12:25:05,86.05
2022-09-20 12:25:06,86.33
2022-09-20 12:25:07,86.58
2022-09-20 12:25:08,86.83
2022-09-20 12:25:09,87.07
2022-09-20 12:25:10,87.28
2022-09-20 12:25:11,87.48
2022-09-20 12:25:12,87.68
2022-09-20 12:25:13,87.88
2022-09-20 12:25:14,88.07
2022-09-20 12:25:15,88.25
2022-09-20 12:25:16,88.42
2022-09-20 12:25:17,88.57
2022-09-20 12:25:18,88.72
2022-09-20 12:25:19,88.85
2022-09-20 12:25:20,88.98
2022-09-20 12:25:21,89.1
2022-09-20 12:25:22,89.18
2022-09-20 12:25:23,89.27
2022-09-20 12:25:24,89.33
2022-09-20 12:25:25,89.38
2022-09-20 12:25:26,89.47
2022-09-20 12:25:27,89.57
2022-09-20 12:25:28,89.67
2022-09-20 12:25:29,89.83
2022-09-20 12:25:30,89.93
2022-09-20 12:25:31,90.02
2022-09-20 12:25:32,90.02
2022-09-20 12:25:33,90.03
2022-09-20 12:25:34,90.03
2022-09-20 12:25:35,90.05
2022-09-20 12:25:36,90.07
2022-09-20 12:25:37,90.12
2022-09-20 12:25:38,90.18
2022-09-20 12:25:39,90.28
2022-09-20 12:25:40,90.37
2022-09-20 12:25:41,90.45
2022-09-20 12:25:42,90.53
2022-09-20 12:25:43,90.6
2022-09-20 12:25:44,90.6
2022-09-20 12:25:45,90.6
2022-09-20 12:25:46,90.62
2022-09-20 12:25:47,90.63
2022-09-20 12:25:48,90.62
2022-09-20 12:25:49,90.58
2022-09-20 12:25:50,90.55
2022-09-20 12:25:51,90.5
2022-09-20 12:25:52,90.45
2022-09-20 12:25:53,90.37
2022-09-20 12:25:54,90.27
2022-09-20 12:25:55,90.18
2022-09-20 12:25:56,90.1
2022-09-20 12:25:57,90.02
2022-09-20 12:25:58,89.95
2022-09-20 12:25:59,89.88
2022-09-20 12:26:00,89.83
2022-09-20 12:26:01,89.78
2022-09-20 12:26:02,89.73
2022-09-20 12:26:03,89.65
2022-09-20 12:26:04,89.58
2022-09-20 12:26:05,89.52
2022-09-20 12:26:06,89.45
2022-09-20 12:26:07,89.42
2022-09-20 12:26:08,89.4
2022-09-20 12:26:09,89.4
2022-09-20 12:26:10,89.4
2022-09-20 12:26:11,89.4
2022-09-20 12:26:12,89.4
2022-09-20 12:26:13,89.38
2022-09-20 12:26:14,89.38
2022-09-20 12:26:15,89.37
2022-09-20 12:26:16,89.35
2022-09-20 12:26:17,89.35
2022-09-20 12:26:18,89.35
2022-09-20 12:26:19,89.35
2022-09-20 12:26:20,89.35
2022-09-20 12:26:21,89.35
2022-09-20 12:26:22,89.38
2022-09-20 12:26:23,89.38
2022-09-20 12:26:24,89.42
