1663647824.000000, 1663647824.000000, 1663647824.000000
32.000000, 32.000000, 32.000000
-22,-4,62
-22,-5,61
-23,-6,60
-21,-7,60
-20,-7,60
-21,-6,59
-20,-6,60
-18,-6,60
-18,-6,59
-22,-4,60
-23,-4,61
-20,-3,62
-20,-1,62
-18,0,62
-16,1,62
-15,1,62
-17,5,63
-15,6,64
-14,8,65
-13,9,64
-11,9,64
-11,8,63
-17,7,62
-15,5,64
-12,4,64
-12,2,63
-14,3,64
-15,4,63
-13,5,63
-12,6,63
-16,8,62
-16,11,61
-15,12,62
-15,11,62
-16,11,61
-17,10,61
-15,10,62
-13,9,62
-14,8,61
-14,10,63
-14,10,64
-14,9,63
-14,10,62
-15,11,61
-15,12,61
-14,14,63
-16,14,63
-13,14,63
-11,14,62
-11,13,61
-13,13,61
-11,13,62
-10,13,62
-11,14,62
-12,16,63
-11,16,63
-12,17,63
-12,18,60
-11,18,59
-7,20,63
-8,20,64
-10,20,66
-8,19,66
-9,17,65
-12,15,63
-11,14,62
-7,12,60
-9,11,59
-16,12,59
-13,12,62
-11,12,63
-15,12,63
-15,12,64
-12,11,63
-15,11,61
-13,11,61
-10,11,61
-11,11,61
-13,12,62
-12,13,62
-11,13,62
-12,12,62
-13,11,62
-13,11,63
-13,10,63
-14,10,62
-14,10,62
-13,10,62
-13,11,63
-14,11,62
-13,12,63
-12,12,62
-12,12,62
-13,13,62
-13,13,62
-11,13,63
-12,13,63
-13,13,63
-12,12,63
-12,12,63
-14,11,62
-14,11,62
-13,11,62
-14,11,61
-16,12,61
-13,12,62
-13,12,62
-14,12,62
-15,12,62
-13,12,63
-13,11,62
-15,12,61
-15,12,62
-15,12,62
-16,12,61
-17,12,61
-16,13,61
-16,13,61
-16,13,62
-16,12,62
-16,12,62
-15,12,62
-16,12,62
-15,12,61
-16,13,60
-17,13,60
-15,14,61
-16,14,61
-17,14,61
-15,14,62
-15,14,62
-15,14,62
-15,15,62
-15,15,62
-15,15,62
-15,16,62
-14,16,61
-14,16,61
-15,15,61
-15,14,61
-15,14,62
-15,14,62
-16,14,62
-16,15,62
-16,15,61
-16,15,61
-16,15,61
-17,15,60
-17,15,61
-16,16,62
-17,15,63
-16,15,63
-16,14,62
-16,14,62
-15,13,61
