1663555642.000000
1.000000
85.00
84.00
75.33
74.00
101.60
94.83
91.43
89.12
87.33
86.10
85.09
84.25
83.54
82.93
82.40
81.81
81.29
80.94
80.53
80.15
79.81
79.41
79.04
78.58
78.20
77.85
77.52
77.21
76.93
76.63
76.35
76.09
75.85
75.59
75.31
75.06
75.35
75.66
75.95
76.25
76.51
76.76
76.98
77.23
77.47
